image,pred,lon,lat
Hiep Binh Phuoc Ward-272.jpeg,0.012594027910381556,106.71567082057891E,10.854259204475397N
Hiep Binh Phuoc Ward-273.jpeg,0.012561168405227363,106.7170428298542E,10.854259204475397N
Linh Xuan Ward-191.jpeg,0.012554479646496475,106.76870811951865E,10.887131037722336N
Binh Chieu Ward-316.jpeg,0.012489358661696315,106.71670414030693E,10.891864171248669N
Linh Xuan Ward-53.jpeg,0.012395692057907581,106.76459170975932E,10.875003836856475N
Binh Chieu Ward-217.jpeg,0.012381906970404088,106.74551922245533E,10.882431903908552N
Hiep Binh Phuoc Ward-16.jpeg,0.012327156029641628,106.70606675565179E,10.83674213655804N
Binh Chieu Ward-250.jpeg,0.012320692068897188,106.73591419507252E,10.885126837434298N
Binh Chieu Ward-162.jpeg,0.012275021290406585,106.73454204830357E,10.879736970382805N
Hiep Binh Phuoc Ward-283.jpeg,0.012272349908016622,106.7170428298542E,10.855606671238268N
Linh Xuan Ward-41.jpeg,0.012226279242895544,106.77008025610506E,10.873656370093599N
Hiep Binh Phuoc Ward-437.jpeg,0.012199766235426068,106.71978684840481E,10.873123739155629N
Hiep Binh Phuoc Ward-217.jpeg,0.012193199363537133,106.7074387649271E,10.850216804186774N
Binh Chieu Ward-107.jpeg,0.012141186278313398,106.73728634184151E,10.877042036857056N
Tam Binh Ward-21.jpeg,0.01213030779035762,106.73535785993668E,10.862360703327875N
Hiep Binh Phuoc Ward-361.jpeg,0.012106749229133129,106.71292680202829E,10.865038938578387N
Linh Xuan Ward-85.jpeg,0.012091240263544023,106.76459170975932E,10.87769877038222N
Binh Chieu Ward-141.jpeg,0.012088081450201571,106.74414707568636E,10.878389503619928N
Linh Xuan Ward-71.jpeg,0.012080313521437347,106.7673359829322E,10.876351303619344N
Binh Chieu Ward-271.jpeg,0.012045506038703024,106.71670414030693E,10.887821770960048N
Hiep Binh Phuoc Ward-81.jpeg,0.012024101335555315,106.71978684840481E,10.840784536846662N
Hiep Binh Phuoc Ward-290.jpeg,0.011900237936060876,106.72664689478133E,10.855606671238268N
Tam Binh Ward-4.jpeg,0.011884291656315327,106.7339857899446E,10.859665769802124N
Tam Binh Ward-91.jpeg,0.011857437086291611,106.73947406991294E,10.86909803714224N
Binh Chieu Ward-225.jpeg,0.011841273109894246,106.72493702092075E,10.883779370671427N
Binh Chieu Ward-314.jpeg,0.011810731200966984,106.71395984676897E,10.891864171248669N
Linh Xuan Ward-219.jpeg,0.011782443732954562,106.77145239269153E,10.891173438010956N
Binh Chieu Ward-256.jpeg,0.011771038407459855,106.71944843384486E,10.88647430419717N
Binh Chieu Ward-300.jpeg,0.01177099224878475,106.71533199353793E,10.890516704485794N
Linh Xuan Ward-162.jpeg,0.011748510936740786,106.76321957317288E,10.884436104196588N
Binh Chieu Ward-90.jpeg,0.011710770195350051,106.71395984676897E,10.877042036857056N
Hiep Binh Phuoc Ward-87.jpeg,0.0116888671182096,106.70057871855059E,10.842132003609533N
Hiep Binh Phuoc Ward-294.jpeg,0.011680392897687852,106.71841483912952E,10.856954138001145N
Tam Binh Ward-6.jpeg,0.011634920432697982,106.72712543998416E,10.861013236564999N
Hiep Binh Phuoc Ward-173.jpeg,0.01162681810092181,106.70469474637649E,10.847521870661028N
Hiep Binh Phuoc Ward-238.jpeg,0.01158334978390485,106.70606675565179E,10.85156427094965N
Linh Xuan Ward-97.jpeg,0.011554971802979708,106.78105734879661E,10.87769877038222N
Hiep Binh Phuoc Ward-237.jpeg,0.011542002321220934,106.70469474637649E,10.85156427094965N
Hiep Binh Phuoc Ward-291.jpeg,0.011439128313213587,106.72801890405661E,10.855606671238268N
Linh Xuan Ward-208.jpeg,0.011417024652473629,106.76596384634573E,10.889825971248083N
Tam Binh Ward-17.jpeg,0.011402360221836716,106.72986957996837E,10.862360703327875N
Tam Binh Ward-73.jpeg,0.011356093687936664,106.73947406991294E,10.867750570379368N
Linh Xuan Ward-15.jpeg,0.011345919338054955,106.77694093903727E,10.870961436567852N
Binh Chieu Ward-129.jpeg,0.01132087700534612,106.72768131445869E,10.878389503619928N
Linh Xuan Ward-194.jpeg,0.011302166851237416,106.77282452927795E,10.887131037722336N
Hiep Binh Phuoc Ward-362.jpeg,0.011262093903496861,106.71429881130359E,10.865038938578387N
Linh Xuan Ward-173.jpeg,0.011259905993938446,106.77831307562371E,10.884436104196588N
Linh Xuan Ward-161.jpeg,0.01124299899674952,106.76184743658641E,10.884436104196588N
Hiep Binh Phuoc Ward-48.jpeg,0.011236475897021592,106.70057871855059E,10.839437070083784N
Linh Xuan Ward-145.jpeg,0.01123421243391931,106.78105734879661E,10.881741170670843N
Hiep Binh Phuoc Ward-305.jpeg,0.011228523217141628,106.71841483912952E,10.858301604764018N
Binh Chieu Ward-327.jpeg,0.011213184334337711,106.73316990153458E,10.891864171248669N
Linh Xuan Ward-148.jpeg,0.011208587791770697,106.76459170975932E,10.883088637433714N
Binh Chieu Ward-298.jpeg,0.011204116861335933,106.73316990153458E,10.889169237722918N
Tam Binh Ward-16.jpeg,0.011201747925952077,106.72849750997626E,10.862360703327875N
Binh Chieu Ward-337.jpeg,0.011184595816303045,106.71533199353793E,10.894559104774414N
Binh Chieu Ward-232.jpeg,0.011184349830728024,106.73454204830357E,10.883779370671427N
