,image,pred,lon,lat
254,Binh Chieu Ward-99.jpeg,0.1204931335523724,106.7263091676897E,10.877042036857056N
258,Tam Binh Ward-73.jpeg,0.1198447356000542,106.73947406991294E,10.867750570379368N
260,Hiep Binh Phuoc Ward-432.jpeg,0.1185230240225792,106.72664689478133E,10.871776272392758N
264,Hiep Binh Phuoc Ward-387.jpeg,0.117584278807044,106.72939091333191E,10.86638640534126N
270,Tam Binh Ward-154.jpeg,0.1167503097094595,106.7449623498813E,10.874487904193737N
271,Binh Chieu Ward-28.jpeg,0.1163562731817364,106.73728634184151E,10.872999636568434N
276,Linh Xuan Ward-125.jpeg,0.1148981358855962,106.77556880245083E,10.880393703907968N
277,Binh Chieu Ward-247.jpeg,0.1148077081888914,106.73179775476564E,10.885126837434298N
288,Tam Binh Ward-159.jpeg,0.1103186607360839,106.73261371995252E,10.87583537095661N
290,Binh Chieu Ward-275.jpeg,0.1096913237124681,106.7221927273828E,10.887821770960048N
293,Tam Binh Ward-134.jpeg,0.1088404171168804,106.72575336999209E,10.873140437430866N
296,Hiep Binh Phuoc Ward-23.jpeg,0.1078801285475492,106.71567082057891E,10.83674213655804N
302,Hiep Binh Phuoc Ward-313.jpeg,0.1074927430599927,106.72939091333191E,10.858301604764018N
303,Binh Chieu Ward-268.jpeg,0.1071823816746473,106.73591419507252E,10.88647430419717N
304,Tam Binh Ward-130.jpeg,0.1068818187341094,106.74359027988919E,10.871792970667988N
308,Hiep Binh Phuoc Ward-138.jpeg,0.1057828851044178,106.71429881130359E,10.844826937135283N
311,Binh Chieu Ward-125.jpeg,0.1055874601006507,106.7221927273828E,10.878389503619928N
326,Hiep Binh Phuoc Ward-11.jpeg,0.1031008837744593,106.72115885768011E,10.835394669795166N
329,Hiep Binh Phuoc Ward-229.jpeg,0.1026882026344537,106.72390287623071E,10.850216804186774N
332,Binh Chieu Ward-3.jpeg,0.1024489430710673,106.7263091676897E,10.87165216980556N
336,Hiep Binh Phuoc Ward-119.jpeg,0.1021161191165447,106.7170428298542E,10.843479470372408N
338,Hiep Binh Phuoc Ward-257.jpeg,0.1018098471686244,106.70469474637649E,10.852911737712523N
341,Hiep Binh Phuoc Ward-184.jpeg,0.1014535911381244,106.71978684840481E,10.847521870661028N
348,Tam Binh Ward-114.jpeg,0.1004197830334305,106.7463344198734E,10.870445503905115N
349,Hiep Binh Phuoc Ward-108.jpeg,0.1003537494689226,106.70195072782592E,10.843479470372408N
355,Linh Xuan Ward-130.jpeg,0.099547010846436,106.78242948538302E,10.880393703907968N
357,Hiep Binh Phuoc Ward-440.jpeg,0.0992753710597753,106.72390287623071E,10.873123739155629N
360,Linh Xuan Ward-198.jpeg,0.0988666075281798,106.76459170975932E,10.888478504485208N
366,Hiep Binh Phuoc Ward-203.jpeg,0.0976414317265153,106.7170428298542E,10.848869337423903N
378,Hiep Binh Phuoc Ward-380.jpeg,0.0957783916965127,106.71978684840481E,10.86638640534126N
380,Hiep Binh Phuoc Ward-423.jpeg,0.0947371609508991,106.71429881130359E,10.871776272392758N
392,Binh Chieu Ward-54.jpeg,0.0934217376634478,106.74414707568636E,10.87434710333131N
393,Hiep Binh Phuoc Ward-56.jpeg,0.0933934291824698,106.711554792753E,10.839437070083784N
400,Linh Xuan Ward-93.jpeg,0.0927914613857865,106.77556880245083E,10.87769877038222N
408,Binh Chieu Ward-328.jpeg,0.0922268331050872,106.71395984676897E,10.893211638011541N
409,Hiep Binh Phuoc Ward-265.jpeg,0.0920071732252836,106.71978684840481E,10.852911737712523N
410,Linh Xuan Ward-173.jpeg,0.0918809073045849,106.77831307562371E,10.884436104196588N
412,Hiep Binh Phuoc Ward-336.jpeg,0.0916607016697526,106.72939091333191E,10.860996538289765N
413,Binh Chieu Ward-218.jpeg,0.091587197035551,106.71533199353793E,10.883779370671427N
420,Tam Binh Ward-86.jpeg,0.0911507727578282,106.73261371995252E,10.86909803714224N
421,Tam Binh Ward-53.jpeg,0.091081952676177,106.73261371995252E,10.866403103616495N
