image,category,pred1,pred2,diff,lon,lat
Mỹ Tho-108.jpeg,3,0.03907065,0.042350072,0.003279422000000004,10.336795270802302N,106.33548836282696E
Trà Vinh City-326.jpeg,3,0.04374347,0.047022782,0.0032793119999999995,9.941879040039218N,106.3399739468262E
Tây Ninh City-54.jpeg,3,0.04112302,0.044401906,0.0032788859999999947,11.304356104029708N,106.1003883073451E
Tam Điệp-995.jpeg,3,0.044007607,0.040728837,0.0032787700000000003,20.176289077759062N,105.8809075186571E
Go Cong Town-277.jpeg,3,0.036115047,0.03939341,0.0032783629999999994,10.371135005486924N,106.68133252539432E
Thái Bình-388.jpeg,3,0.041438896,0.044717062,0.003278165999999999,20.450027576120366N,106.35796003440805E
Bac Giang City-448.jpeg,3,0.044430323,0.047708288,0.0032779650000000007,21.278004810482507N,106.22564907988206E
Hiệp Hòa District-2293.jpeg,3,0.043147575,0.046425,0.0032774250000000005,21.396884818569333N,105.98617368092691E
Long Xuyen City-206.jpeg,3,0.03868794,0.041964367,0.0032764270000000054,10.328669471374901N,105.4276285517707E
Phu Ly City-773.jpeg,3,0.045684636,0.04240869,0.003275946000000002,20.561279211405186N,105.92432382387332E
Mỹ Hào District-866.jpeg,3,0.034719378,0.031443495,0.0032758830000000003,20.958140412105625N,106.09930084455222E
Phu Ly City-731.jpeg,3,0.029208349,0.025932746,0.003275603000000002,20.55858427787936N,105.90993402876019E
Phu Ly City-68.jpeg,3,0.02837464,0.025100525,0.003274115000000001,20.510075474414524N,105.89266627462445E
Thái Bình-196.jpeg,3,0.03275604,0.036029782,0.003273742000000003,20.433857974965427N,106.39247512338E
Long Hồ District-1436.jpeg,3,0.040941328,0.04421379,0.0032724620000000038,10.229448442995853N,105.96739471479646E
Vĩnh Long-363.jpeg,3,0.05572548,0.052453022,0.003272457999999999,10.254387271928598N,105.98840787329635E
Long Hồ District-1409.jpeg,3,0.04234974,0.045621462,0.0032717220000000047,10.22675350947011N,105.98930263925763E
Long Xuyen City-253.jpeg,3,0.03148895,0.028218487,0.0032704630000000012,10.331364404900643N,105.47146368762097E
Go Cong Town-106.jpeg,3,0.038089633,0.03481957,0.0032700629999999967,10.352270470806724N,106.70325275646907E
Trà Vinh City-524.jpeg,3,0.038689457,0.041959208,0.0032697510000000013,9.968828375296628N,106.34818224616954E
Chau Doc City-849.jpeg,3,0.033608805,0.03687835,0.0032695449999999987,10.687700208452087N,105.11796296619927E
Hiệp Hòa District-412.jpeg,3,0.032227833,0.02895874,0.0032690929999999972,21.272917876380983N,106.03246342599077E
Long Hồ District-1471.jpeg,3,0.052284535,0.055553168,0.003268633,10.232143376521595N,105.97287169591176E
Hoa Lư District-242.jpeg,3,0.041597053,0.038329177,0.003267876000000003,20.208771508419616N,105.95932515179935E
Hung Yen City-367.jpeg,3,0.030489475,0.03375706,0.003267585,20.644867075606896N,106.03456207446143E
Hiệp Hòa District-153.jpeg,3,0.0361927,0.03945943,0.0032667299999999955,21.24866347464849N,105.98906678999342E
Châu Thành District-1297.jpeg,3,0.043232594,0.046499263,0.003266669,10.289346073088419N,106.19645042674583E
Cai Lậy Town-315.jpeg,3,0.05027177,0.047005758,0.0032660119999999987,10.387113505491493N,106.11283998753794E
Bến Tre City-498.jpeg,3,0.043718655,0.046984464,0.0032658089999999945,10.243500006600296N,106.37623179321878E
Long Xuyen City-850.jpeg,3,0.03877833,0.042043947,0.0032656169999999984,10.382568141889761N,105.43858733573327E
Hung Yen City-776.jpeg,3,0.047594767,0.050859608,0.0032648409999999975,20.69607081259759N,106.04608267425627E
Chau Doc City-1060.jpeg,3,0.037201922,0.04046647,0.003264547999999999,10.703869809606557N,105.06585523698809E
Thanh Liêm District-385.jpeg,3,0.039387655,0.042650998,0.003263343000000002,20.418106143160266N,105.94195818304013E
Trà Vinh City-357.jpeg,3,0.046669565,0.043407377,0.003262188000000006,9.947268907090702N,106.3864876431052E
Hoa Lư District-1.jpeg,3,0.033421215,0.036682423,0.0032612080000000016,20.173737372583947N,105.93921782328722E
Mỹ Tho-395.jpeg,3,0.029361533,0.026100522,0.0032610109999999977,10.358354739008245N,106.31905067271485E
Go Cong Town-503.jpeg,3,0.033165645,0.029905044,0.003260601000000002,10.395389407218614N,106.68133252539432E
Thái Bình-485.jpeg,3,0.039257113,0.042516913,0.0032598,20.458112376697834N,106.36658880665104E
Cao Lanh City-11.jpeg,3,0.043638147,0.046897832,0.0032596849999999983,10.40823966967288N,105.68793919738324E
Yên Mỹ District-692.jpeg,3,0.032888543,0.036148183,0.003259640000000001,20.89900394388708N,106.03637638993158E
Ninh Bình-326.jpeg,3,0.03644857,0.03319083,0.003257740000000002,20.2469173425315N,106.0003043934227E
Châu Thành District-1239.jpeg,3,0.05194086,0.048683792,0.003257068000000002,10.286651139562677N,106.33066074010716E
Cao Lanh City-753.jpeg,3,0.03436529,0.037622068,0.003256778000000002,10.462138340187751N,105.60846540108611E
Cao Lanh City-1208.jpeg,3,0.041811362,0.038554586,0.003256775999999996,10.499867409548163N,105.61668682828926E
Yên Mỹ District-136.jpeg,3,0.039248664,0.03599223,0.0032564340000000025,20.861274874525485N,106.01329924799226E
Hiệp Hòa District-68.jpeg,3,0.03905593,0.04231228,0.003256349999999998,21.237883740545165N,105.96881502652796E
Mỹ Tho-281.jpeg,3,0.039235175,0.04249128,0.003256105000000002,10.350269938431016N,106.33822797784565E
Thanh Liêm District-1034.jpeg,3,0.038017455,0.03476143,0.0032560249999999957,20.458530146047615N,105.88731202184132E
Thanh Liêm District-1768.jpeg,3,0.0383491,0.03509332,0.00325578,20.501649082460798N,105.9275776143036E
Thái Bình-627.jpeg,3,0.04317641,0.046432022,0.003255612000000005,20.471587044326956N,106.37521757889405E
Châu Thành District-2292.jpeg,3,0.043954067,0.04720959,0.0032555230000000032,10.316295408345846N,106.26766406240692E
Phu Ly City-464.jpeg,3,0.043336656,0.046592116,0.0032554600000000017,20.53971974319859N,105.90993402876019E
Hiệp Hòa District-1332.jpeg,3,0.058307447,0.05505239,0.0032550569999999987,21.332206413949315N,105.9283114995971E
Sa Đéc City-77.jpeg,3,0.04219037,0.038935352,0.0032550179999999984,10.276150937260002N,105.74086240566176E
Cai Lậy Town-837.jpeg,3,0.054409448,0.057663795,0.0032543469999999977,10.424842574851898N,106.14846220068013E
Mỹ Tho-199.jpeg,3,0.041714333,0.044968456,0.0032541229999999977,10.34488007137953N,106.32179028773353E
Phu Ly City-190.jpeg,3,0.040861476,0.04411513,0.0032536540000000017,20.520855208517812N,105.96173729116747E
Long Hồ District-1467.jpeg,3,0.045582365,0.04232906,0.003253304999999998,10.232143376521595N,105.94274829977763E
Tây Ninh City-1380.jpeg,3,0.050761033,0.04750819,0.0032528429999999983,11.406763578008139N,106.07564875819216E
Long Xuyen City-1168.jpeg,3,0.041329004,0.038076226,0.0032527780000000048,10.412212410672934N,105.4413270317239E
Thái Bình-767.jpeg,3,0.0417085,0.038456123,0.0032523770000000007,20.4877566454819N,106.38672260855135E
Hiệp Hòa District-2100.jpeg,3,0.037774913,0.034522712,0.003252201000000003,21.378020283888493N,105.99774611719289E
Bến Tre City-575.jpeg,3,0.045832794,0.049084686,0.0032518919999999993,10.248889873651782N,106.35158502396442E
Long Xuyen City-1119.jpeg,3,0.042608116,0.039357215,0.0032509010000000005,10.406822543621448N,105.45228581568648E
Ninh Bình-152.jpeg,3,0.047072764,0.043821897,0.0032508670000000045,20.23074774137657N,105.96296340069738E
Thanh Liêm District-1442.jpeg,3,0.04150623,0.03825539,0.003250839999999998,20.480089614254204N,105.97071932051318E
Cai Lậy Town-575.jpeg,3,0.04405742,0.047308203,0.003250783,10.403283106645949N,106.17312373285552E
Tây Ninh City-800.jpeg,3,0.041851956,0.038601696,0.003250260000000005,11.366339575121915N,106.17460695480398E
Châu Thành District-1871.jpeg,3,0.033156555,0.036406714,0.0032501590000000025,10.302820740717133N,106.36900654392467E
Tam Điệp-698.jpeg,3,0.043226708,0.039976835,0.0032498730000000003,20.160119476604144N,105.9469365360051E
Duy Tiên District-1420.jpeg,3,0.04172268,0.044972222,0.003249542000000001,20.680682181367445N,106.03392237541387E
Cao Lanh City-74.jpeg,3,0.04110345,0.03785408,0.0032493700000000014,10.41362953672437N,105.67423681871132E
Vĩnh Long-516.jpeg,3,0.04686787,0.050116234,0.0032483640000000036,10.265167006031568N,105.94458925668545E
Cai Lậy Town-67.jpeg,3,0.060069017,0.056820735,0.003248282000000005,10.365554037285547N,106.12380066850477E
Ninh Bình-561.jpeg,3,0.029535694,0.032783147,0.0032474529999999974,20.27656161131553N,105.97158055286475E
Tam Điệp-142.jpeg,3,0.0328508,0.036097977,0.003247177000000004,20.12239040724266N,105.95554901652879E
Bac Giang City-298.jpeg,3,0.03607285,0.03931989,0.0032470400000000066,21.267225076379173N,106.17070270300889E
Châu Thành District-54.jpeg,3,0.08963045,0.08638377,0.003246680000000002,10.248922070202282N,106.22110130062852E
Thanh Liêm District-1885.jpeg,3,0.042972628,0.039727077,0.0032455509999999993,20.509733883038265N,105.93908206929281E
Hung Yen City-518.jpeg,3,0.02987994,0.033125445,0.0032455050000000027,20.66103667676185N,106.08064447364077E
Binh Minh Town-700.jpeg,3,0.037274987,0.040519007,0.0032440200000000002,10.05580574122154N,105.86521588260781E
Duy Tiên District-857.jpeg,3,0.034491427,0.03773542,0.0032439930000000006,20.645648045531708N,105.93889525847129E
Mỹ Tho-226.jpeg,3,0.042144004,0.045386646,0.003242642000000004,10.34488007137953N,106.39575989323798E
Sa Đéc City-23.jpeg,3,0.030830244,0.03407263,0.003242386,10.268066136682775N,105.74086240566176E
Ninh Bình-427.jpeg,3,0.0393032,0.03606111,0.003242090000000003,20.257697076634788N,105.98019770503213E
Bến Tre City-714.jpeg,3,0.04219706,0.04543874,0.003241679999999997,10.259669607754754N,106.33241531454433E
Go Cong Town-167.jpeg,3,0.03873806,0.041979667,0.0032416070000000005,10.360355271383954N,106.6758524676256E
Mỹ Tho-682.jpeg,3,0.049669538,0.046428606,0.003240932000000002,10.377219273688445N,106.34918643792035E
Bến Tre City-226.jpeg,3,0.044154152,0.040913265,0.003240887000000005,10.221940538394358N,106.38170885305308E
Binh Minh Town-813.jpeg,3,0.05277961,0.049539085,0.003240525000000001,10.069280408850245N,105.82142546214799E
Vĩnh Long-1.jpeg,3,0.052199613,0.055439737,0.003240124000000004,10.222048069619692N,105.94732792022363E
Châu Thành District-2088.jpeg,3,0.063142255,0.059902705,0.003239549999999994,10.308210607768618N,106.43748119359883E
Tây Ninh City-1169.jpeg,3,0.033953976,0.037193228,0.003239252000000005,11.390593976853648N,106.14711856685626E
Bến Tre City-79.jpeg,3,0.050271556,0.047032654,0.003238902000000002,10.205770937239905N,106.38444738297022E
Hung Yen City-562.jpeg,3,0.049267795,0.05250658,0.003238784999999994,20.669121477339324N,106.04608267425627E
Cao Lanh City-162.jpeg,3,0.054736722,0.05149805,0.003238672000000005,10.419019403775858N,105.69067967311764E
Phu Ly City-937.jpeg,3,0.04781344,0.044575788,0.0032376520000000006,20.57475387903431N,105.9531034140996E
Tam Điệp-948.jpeg,3,0.030775363,0.027537765,0.0032375980000000013,20.173594144233242N,105.88377834549834E
Yên Mỹ District-30.jpeg,3,0.047156,0.04391841,0.0032375900000000055,20.845105273370518N,106.05368424638608E
Tam Điệp-460.jpeg,3,0.042780563,0.04601796,0.003237396999999996,20.146644808975044N,105.90674496022807E
Tam Điệp-824.jpeg,3,0.028532637,0.031769868,0.003237231,20.168204277181605N,105.83497428919765E
Duy Tiên District-1489.jpeg,3,0.027316635,0.03055383,0.0032371950000000017,20.69415684899657N,106.01088549857933E
Cao Lanh City-1011.jpeg,3,0.032365065,0.03560223,0.003237165,10.4836978083937N,105.63861063416432E
Duy Tiên District-773.jpeg,3,0.046355005,0.049591947,0.0032369419999999996,20.640258178480057N,105.98496901214044E
Mỹ Hào District-134.jpeg,3,0.03842246,0.0416585,0.0032360400000000025,20.901546808063216N,106.10218607197996E
Duy Tiên District-307.jpeg,3,0.042283356,0.03904747,0.0032358860000000003,20.61061390969598N,105.98784862174475E
Long Xuyen City-347.jpeg,3,0.04803854,0.044803,0.003235539999999995,10.339449205477871N,105.46872399163031E
Long Hồ District-1360.jpeg,3,0.044733472,0.041498613,0.0032348590000000066,10.224058575944365N,105.93727131866235E
Long Xuyen City-1277.jpeg,3,0.039507248,0.03627276,0.0032344880000000006,10.425687078301653N,105.4084506798362E
Long Hồ District-1538.jpeg,3,0.052266512,0.04903324,0.0032332720000000023,10.240228177098823N,105.92631735643175E
Tây Ninh City-5.jpeg,3,0.048973486,0.045740224,0.0032332619999999937,11.296271303452464N,106.1003883073451E
Trà Vinh City-548.jpeg,3,0.035311054,0.032078166,0.003232888000000003,9.971523308822372N,106.3399739468262E
Cai Lậy Town-1026.jpeg,3,0.030385047,0.033617545,0.0032324980000000003,10.438317242480615N,106.17586390309722E
Tây Ninh City-62.jpeg,3,0.044587947,0.041355632,0.0032323149999999995,11.304356104029708N,106.12237901770331E
Go Cong Town-242.jpeg,3,0.0355765,0.03234426,0.0032322399999999973,10.368440071961182N,106.65667226543519E
Hoa Lư District-1050.jpeg,3,0.037452333,0.040684443,0.0032321100000000033,20.2950093812459N,105.97656000480974E
Mỹ Hào District-428.jpeg,3,0.022763323,0.019531248,0.0032320749999999974,20.928496143321507N,106.14257925596853E
Bac Giang City-756.jpeg,3,0.023983106,0.027214982,0.003231875999999998,21.302259212215002N,106.21986525073754E
Hoa Lư District-164.jpeg,3,0.032400705,0.03563251,0.0032318049999999973,20.203381641367972N,105.91911049477513E
Phu Ly City-65.jpeg,3,0.038736302,0.041967485,0.0032311829999999986,20.510075474414524N,105.88403239755655E
Go Cong Town-827.jpeg,3,0.039827555,0.04305872,0.003231165000000001,10.425033676001792N,106.6347520343604E
Long Xuyen City-1379.jpeg,3,0.032894187,0.03612488,0.0032306929999999998,10.439161745930367N,105.41666976780813E
Hiệp Hòa District-1217.jpeg,3,0.047043275,0.043812618,0.003230657000000005,21.324121613371823N,106.0266772078578E
Hiệp Hòa District-815.jpeg,3,0.03367257,0.030441957,0.0032306130000000002,21.302562145165147N,105.91963217239763E
Chau Doc City-854.jpeg,3,0.046729848,0.043499928,0.0032299199999999972,10.687700208452087N,105.13167552651802E
Thanh Liêm District-456.jpeg,3,0.033592474,0.03682223,0.0032297560000000003,20.42349601021191N,105.93908206929281E
Hoa Lư District-93.jpeg,3,0.03844334,0.04167264,0.0032292999999999975,20.195296840790512N,105.97656000480974E
Hiệp Hòa District-932.jpeg,3,0.033104792,0.036333747,0.0032289549999999986,21.307952012216816N,105.99195989905992E
Tam Điệp-344.jpeg,3,0.046507906,0.049736526,0.0032286200000000015,20.13856000839758N,105.90100330654563E
Châu Thành District-1681.jpeg,3,0.037834503,0.041063055,0.0032285520000000026,10.297430873665649N,106.39639640379431E
Chau Doc City-1130.jpeg,3,0.043233436,0.04646185,0.003228413999999999,10.709259676658043N,105.09876538175307E
Cai Lậy Town-337.jpeg,3,0.043634396,0.046862546,0.003228149999999999,10.387113505491493N,106.17312373285552E
Long Hồ District-1248.jpeg,3,0.06047012,0.057242304,0.0032278160000000014,10.213278841841394N,105.98930263925763E
Chau Doc City-1001.jpeg,3,0.037517313,0.04074439,0.003227077000000002,10.698479942555064N,105.0960228696893E
Phu Ly City-278.jpeg,3,0.033223443,0.03645047,0.0032270270000000004,20.526245075569467N,105.99051688139373E
Duy Tiên District-428.jpeg,3,0.031222342,0.034448538,0.0032261960000000006,20.62139364379928N,105.95329330649288E
Chau Doc City-802.jpeg,3,0.04025767,0.037032202,0.003225468000000002,10.685005274926342N,105.10699291794428E
Tây Ninh City-1337.jpeg,3,0.043527983,0.046753366,0.0032253829999999983,11.401373710956642N,106.16636043841967E
Châu Thành District-1932.jpeg,3,0.04884729,0.04562191,0.00322538,10.305515674242878N,106.2704030483939E
Long Xuyen City-68.jpeg,3,0.04332809,0.04010318,0.0032249099999999975,10.315194803746184N,105.42488885578005E
Tam Điệp-619.jpeg,3,0.029314864,0.03253959,0.0032247260000000007,20.157424543078324N,105.86081173076859E
Hung Yen City-621.jpeg,3,0.05053756,0.047312863,0.0032246970000000055,20.677206277916802N,106.03744222441014E
Long Xuyen City-445.jpeg,3,0.04077889,0.044003263,0.0032243730000000026,10.350228939580843N,105.4002315918643E
Phu Ly City-1018.jpeg,3,0.03655308,0.039777115,0.003224035,20.58553361313761N,105.90705606973756E
Phu Ly City-22.jpeg,3,0.05913781,0.05591386,0.0032239499999999963,20.4966008067854N,105.90993402876019E
Hung Yen City-492.jpeg,3,0.042015024,0.045238897,0.003223873000000002,20.658341743236026N,106.06048342399983E
Duy Tiên District-462.jpeg,3,0.04695746,0.05018119,0.003223730000000001,20.624088577325107N,105.91585838163671E
Duy Tiên District-332.jpeg,3,0.04075866,0.043982167,0.0032235070000000005,20.6133088432218N,105.98784862174475E
Thái Bình-185.jpeg,3,0.037399948,0.040623233,0.0032232849999999993,20.433857974965427N,106.3608362918224E
Thanh Liêm District-784.jpeg,3,0.046856627,0.05007868,0.0032220530000000025,20.445055478418503N,105.86717922561017E
Duy Tiên District-1179.jpeg,3,0.04753207,0.04431005,0.003222020000000006,20.664512580212495N,105.90433994321943E
Trà Vinh City-774.jpeg,3,0.048148155,0.044926256,0.0032218990000000003,9.995777710554039N,106.34271004660732E
Hoa Lư District-775.jpeg,3,0.05022949,0.05345052,0.0032210299999999997,20.27344991303933N,105.88176831325259E
Bac Giang City-335.jpeg,3,0.048210695,0.051431365,0.003220670000000002,21.269920009905004N,106.18805419044251E
Chau Doc City-140.jpeg,3,0.032629974,0.035850536,0.003220562000000003,10.63649647146294N,105.0905378455618E
Chau Doc City-988.jpeg,3,0.037564773,0.040785,0.003220226999999999,10.698479942555064N,105.06037021286059E
Mỹ Tho-203.jpeg,3,0.039088406,0.04230797,0.003219564000000001,10.34488007137953N,106.33274874780828E
Thanh Liêm District-1603.jpeg,3,0.046184763,0.042965777,0.003218986,20.490869348357503N,105.91894927306168E
Bac Giang City-680.jpeg,3,0.042293094,0.045511812,0.0032187179999999954,21.296869345163337N,106.17359461758114E
Duy Tiên District-638.jpeg,3,0.043995306,0.047213804,0.003218498,20.632173377902586N,106.00800588897498E
Long Xuyen City-621.jpeg,3,0.062455084,0.059236605,0.0032184790000000033,10.363703607209557N,105.4605049036584E
Tây Ninh City-1623.jpeg,3,0.052581303,0.049363103,0.0032182000000000044,11.425628112688381N,106.15261624444578E
Vĩnh Long-309.jpeg,3,0.043208603,0.04642674,0.003218137000000003,10.251692338402854N,105.95554391083817E
Long Xuyen City-96.jpeg,3,0.036752347,0.03997004,0.0032176930000000006,10.317889737271928N,105.43310794375199E
Tây Ninh City-367.jpeg,3,0.042325683,0.03910896,0.0032167230000000047,11.334000372812936N,106.14711856685626E
Hiệp Hòa District-2350.jpeg,3,0.02947627,0.032692898,0.003216627999999999,21.402274685621002N,106.00063922625938E
Cao Lanh City-1229.jpeg,3,0.10102356,0.09780705,0.003216509999999992,10.502562343073906N,105.58380111947665E
Thanh Liêm District-1360.jpeg,3,0.041961856,0.03874589,0.0032159660000000007,20.477394680728384N,105.87293145310478E
Vĩnh Long-611.jpeg,3,0.055895317,0.0591107,0.003215383000000002,10.27864167366028N,105.91172529422727E
Vĩnh Long-608.jpeg,3,0.042361718,0.045575928,0.003214210000000002,10.27594674013454N,105.9336346025327E
Thái Bình-612.jpeg,3,0.03644752,0.039661553,0.003214033000000005,20.471587044326956N,106.33207371767911E
Yên Mỹ District-273.jpeg,3,0.04716176,0.043948386,0.003213373999999998,20.872054608628797N,106.02772246170434E
Mỹ Tho-840.jpeg,3,0.043017145,0.046230447,0.003213302000000001,10.38799900779142N,106.36288451301378E
Long Hồ District-2354.jpeg,3,0.052731596,0.05594459,0.0032129940000000037,10.318381249345359N,105.97287169591176E
Hoa Lư District-646.jpeg,3,0.038632683,0.041845497,0.0032128140000000013,20.251890444832753N,105.94783524979243E
Binh Minh Town-38.jpeg,3,0.04564062,0.04242784,0.0032127799999999984,9.996517203655225N,105.84058377109918E
Chau Doc City-1247.jpeg,3,0.036717232,0.039929338,0.0032121059999999993,10.74968367954422N,105.0960228696893E
Thanh Liêm District-988.jpeg,3,0.03791442,0.04112535,0.0032109300000000007,20.455835212521794N,105.89306424933592E
Hiệp Hòa District-719.jpeg,3,0.04048606,0.037275482,0.0032105779999999987,21.29447734458765N,106.00063922625938E
Trà Vinh City-294.jpeg,3,0.035019748,0.038230147,0.0032103989999999957,9.933794239461992N,106.35091834595066E
Thái Bình-690.jpeg,3,0.044830132,0.041619793,0.0032103389999999996,20.479671844904427N,106.34933126216508E
Cao Lanh City-678.jpeg,3,0.04823384,0.05144338,0.003209539999999997,10.456748473136265N,105.5755796922735E
Sa Đéc City-68.jpeg,3,0.03634935,0.03955772,0.003208369999999995,10.276150937260002N,105.71620900188725E
Thanh Liêm District-920.jpeg,3,0.041967604,0.038759496,0.003208108000000001,20.450445345470147N,105.97934766175511E
Hung Yen City-894.jpeg,3,0.040511824,0.037304297,0.0032075270000000017,20.712240413752546N,106.03456207446143E
Hiệp Hòa District-1729.jpeg,3,0.042764455,0.039557274,0.0032071809999999965,21.353765882155987N,105.91095284519815E
Hiệp Hòa District-2289.jpeg,3,0.029092597,0.032299764,0.0032071670000000004,21.396884818569333N,105.97460124466096E
Chau Doc City-296.jpeg,3,0.041382004,0.044588782,0.0032067780000000004,10.652666072617405N,105.06311272492432E
Hung Yen City-384.jpeg,3,0.0449569,0.041750576,0.0032063240000000034,20.644867075606896N,106.0835246235895E
Mỹ Tho-983.jpeg,3,0.051307064,0.054513186,0.0032061219999999988,10.398778741894391N,106.39028066320061E
Mỹ Tho-502.jpeg,3,0.041391592,0.04459679,0.0032051979999999994,10.363744606059734N,106.3930202782193E
Trà Vinh City-300.jpeg,3,0.04923104,0.04602673,0.003204309999999995,9.936489172987736N,106.33450174726396E
Duy Tiên District-217.jpeg,3,0.038077127,0.034873407,0.00320372,20.602529109118507N,105.93025642965831E
Hiệp Hòa District-135.jpeg,3,0.03652781,0.039730214,0.003202403999999999,21.24866347464849N,105.93699082679657E
Mỹ Tho-172.jpeg,3,0.042848796,0.039646927,0.003201869000000003,10.34218513785379N,106.34918643792035E
Binh Minh Town-382.jpeg,3,0.05009236,0.046890605,0.0032017550000000006,10.031551339489868N,105.81595165959052E
Châu Thành District-2608.jpeg,3,0.052024517,0.04882382,0.0032006970000000023,10.32977007597456N,106.3744845158986E
Chau Doc City-433.jpeg,3,0.03940877,0.042608418,0.0031996479999999994,10.66344580672038N,105.03843011635063E
Vĩnh Long-432.jpeg,3,0.048656993,0.045457784,0.0031992090000000015,10.259777138980084N,105.93911192960907E
Cao Lanh City-698.jpeg,3,0.03674798,0.039946858,0.0031988780000000022,10.456748473136265N,105.63038920696117E
Hiệp Hòa District-589.jpeg,3,0.038503546,0.0417022,0.003198654000000002,21.28639254401015N,105.95434948119552E
Chau Doc City-1148.jpeg,3,0.036739256,0.03993779,0.003198534000000003,10.711954610183792N,105.0960228696893E
Hoa Lư District-1290.jpeg,3,0.035914823,0.03271652,0.0031983029999999996,20.32465365002994N,105.93060039678204E
Hiệp Hòa District-1836.jpeg,3,0.045142137,0.048339646,0.003197509000000001,21.359155749207655N,105.95434948119552E
Thanh Liêm District-51.jpeg,3,0.038586974,0.03538992,0.0031970540000000047,20.377682140272917N,105.9160731593144E
Tam Điệp-547.jpeg,3,0.045694165,0.0424976,0.0031965649999999984,20.15203467602668N,105.92109909443417E
Thanh Liêm District-1142.jpeg,3,0.039402664,0.03620625,0.0031964139999999946,20.463920013099266N,105.9275776143036E
Cai Lậy Town-944.jpeg,3,0.04084349,0.037647307,0.003196183000000005,10.432927375429129N,106.15942288164696E
Cai Lậy Town-1049.jpeg,3,0.043185502,0.039989647,0.0031958549999999974,10.441012176006357N,106.12928100898819E
Thanh Liêm District-1026.jpeg,3,0.053750765,0.056945868,0.0031951029999999978,20.458530146047615N,105.8643031118629E
Chau Doc City-1187.jpeg,3,0.037839327,0.04103406,0.003194732999999998,10.720039410761022N,105.10425040588055E
Phu Ly City-101.jpeg,3,0.04225938,0.045453563,0.003194183000000003,20.515465341466168N,105.90130015169233E
Thanh Liêm District-166.jpeg,3,0.03880923,0.042003244,0.003194014000000002,20.399241608479503N,105.90456870432516E
Hoa Lư District-174.jpeg,3,0.02818015,0.024987157,0.0031929930000000016,20.203381641367972N,105.94783524979243E
Mỹ Hào District-636.jpeg,3,0.039154157,0.035961278,0.0031928790000000026,20.944665744476477N,106.0502519782804E
Binh Minh Town-621.jpeg,3,0.0403529,0.04354457,0.0031916700000000006,10.050415874170056N,105.83237306726295E
Tây Ninh City-572.jpeg,3,0.03670034,0.03989157,0.0031912300000000032,11.352864907493174N,106.0921417909608E
Bến Tre City-95.jpeg,3,0.04691203,0.043720916,0.003191114000000002,10.208465870765645N,106.36527767355018E
Ninh Bình-149.jpeg,3,0.046354447,0.04316349,0.003190957000000001,20.23074774137657N,105.95434624853E
Tây Ninh City-965.jpeg,3,0.041770905,0.03858094,0.003189964999999996,11.37711930922491N,106.17185811600922E
Bac Giang City-250.jpeg,3,0.042142898,0.038953733,0.0031891650000000007,21.261835209327504N,106.18805419044251E
Duy Tiên District-1007.jpeg,3,0.038114086,0.041303016,0.0031889299999999995,20.653732846109186N,105.94753408728424E
Châu Thành District-2404.jpeg,3,0.045755103,0.04894323,0.003188126999999999,10.318990341871588N,106.36078958596379E
Hiệp Hòa District-895.jpeg,3,0.06632974,0.063141614,0.0031881259999999995,21.305257078690985N,106.0208909897248E
Cai Lậy Town-465.jpeg,3,0.041528936,0.04471688,0.003187943999999998,10.395198306068721N,106.18682458406406E
Thanh Liêm District-1334.jpeg,3,0.039782833,0.03659502,0.0031878129999999977,20.47469974720256N,105.93908206929281E
Hoa Lư District-517.jpeg,3,0.056457676,0.053270306,0.003187369999999995,20.235720843677825N,105.9018756417647E
Hoa Lư District-700.jpeg,3,0.046418823,0.04323219,0.003186633000000001,20.259975245410224N,105.92198297027683E
Long Xuyen City-733.jpeg,3,0.036846757,0.033660207,0.0031865500000000033,10.374483341312532N,105.4002315918643E
Thái Bình-326.jpeg,3,0.032822635,0.03600899,0.003186354999999995,20.44463770906872N,106.37521757889405E
Hiệp Hòa District-1632.jpeg,3,0.042240907,0.039054655,0.0031862520000000005,21.34837601510432N,105.90805973613166E
Duy Tiên District-215.jpeg,3,0.03959218,0.03640621,0.0031859699999999963,20.602529109118507N,105.92449721044969E
Thanh Liêm District-38.jpeg,3,0.026291776,0.029477246,0.0031854699999999993,20.374987206747097N,105.91894927306168E
Long Hồ District-411.jpeg,3,0.050063655,0.046878904,0.0031847509999999996,10.164770038378037N,105.9756101864694E
Long Xuyen City-23.jpeg,3,0.040522147,0.037338287,0.0031838600000000036,10.3098049366947N,105.42214915978941E
Châu Thành District-1635.jpeg,3,0.037826296,0.041010104,0.0031838079999999963,10.297430873665649N,106.2704030483939E
Tây Ninh City-344.jpeg,3,0.04468229,0.041499127,0.0031831630000000027,11.334000372812936N,106.08389527457648E
Duy Tiên District-1126.jpeg,3,0.043997627,0.04081523,0.0031823969999999965,20.659122713160837N,106.0252835466009E
Châu Thành District-2269.jpeg,3,0.044691138,0.041508924,0.0031822139999999957,10.313600474820104N,106.43474220761185E
Thanh Liêm District-1522.jpeg,3,0.033130597,0.036312267,0.0031816700000000045,20.48547948130585N,105.93045372805089E
Mỹ Tho-82.jpeg,3,0.0446975,0.041516528,0.003180972000000004,10.334100337276558N,106.31631105769615E
Hiệp Hòa District-1650.jpeg,3,0.040300615,0.043481514,0.003180899000000001,21.34837601510432N,105.96013569932849E
