image,pred,lon,lat
Mỹ Hào District-260.jpeg,0.96666247,20.915021475692363N,106.10218607197996E
Hiệp Hòa District-1659.jpeg,0.9666558,21.34837601510432N,105.98617368092691E
Hiệp Hòa District-1120.jpeg,0.966646,21.31873174632015N,106.00353233532586E
Cai Lậy Town-1351.jpeg,0.9666294,10.462571644212304N,106.1375015197133E
Long Xuyen City-551.jpeg,0.96662307,10.35831374015807N,105.4468064237052E
Long Hồ District-900.jpeg,0.966609,10.189024440109716N,105.94274829977763E
Long Xuyen City-50.jpeg,0.9665099,10.312499870220444N,105.43858733573327E
Trà Vinh City-28.jpeg,0.9665014,9.893370236575882N,106.34544614638844E
Mỹ Hào District-184.jpeg,0.9664361,20.90693667511487N,106.11084175426323E
Chau Doc City-351.jpeg,0.9664201,10.655361006143153N,105.12070547826302E
Long Hồ District-592.jpeg,0.9664042,10.172854838955264N,106.00847207316117E
Châu Thành District-1818.jpeg,0.96640044,10.302820740717133N,106.2238402866155E
Long Xuyen City-317.jpeg,0.96631885,10.33675427195213N,105.4742033836116E
Bến Tre City-800.jpeg,0.96630293,10.267754408331982N,106.3406309042958E
Tam Điệp-517.jpeg,0.966247,20.15203467602668N,105.83497428919765E
Go Cong Town-880.jpeg,0.96620566,10.427728609527534N,106.66489235208823E
Tam Điệp-624.jpeg,0.96615845,20.157424543078324N,105.8751658649747E
Hung Yen City-752.jpeg,0.96612316,20.693375879071755N,106.03744222441014E
Sa Đéc City-224.jpeg,0.96610963,10.295015471940204N,105.74360167274783E
Tam Điệp-168.jpeg,0.9660691,20.125085340768482N,105.92684074811659E
Sa Đéc City-508.jpeg,0.96606565,10.335439474826346N,105.74086240566176E
Long Hồ District-279.jpeg,0.96605176,10.159380171326553N,105.90988641308587E
Cai Lậy Town-1224.jpeg,0.9660252,10.451791910109334N,106.17860407333892E
Long Hồ District-1920.jpeg,0.9659963,10.280652179984958N,105.99751811093057E
Châu Thành District-18.jpeg,0.96599346,10.243532203150798N,106.2238402866155E
Thanh Liêm District-967.jpeg,0.9659887,20.45314027899597N,105.97359543426047E
Trà Vinh City-641.jpeg,0.9659579,9.979608109399596N,106.36186274507514E
Long Xuyen City-433.jpeg,0.9659275,10.347534006055099N,105.45228581568648E
Cai Lậy Town-867.jpeg,0.9659215,10.427537508377641N,106.1347613494716E
Long Xuyen City-1019.jpeg,0.96582854,10.398737743044219N,105.4002315918643E
Thanh Liêm District-1245.jpeg,0.96577203,20.46930988015091N,105.95346263802935E
Vĩnh Long-1.jpeg,0.9657259,10.222048069619692N,105.94732792022363E
Long Hồ District-1097.jpeg,0.9657259,10.202499107738426N,105.94000980922E
Cao Lanh City-480.jpeg,0.9656749,10.440578871981804N,105.63312968269555E
Long Xuyen City-514.jpeg,0.96563095,10.355618806632327N,105.42488885578005E
Tây Ninh City-536.jpeg,0.9655654,11.350169973967425N,106.0921417909608E
Sa Đéc City-204.jpeg,0.96556437,10.29232053841446N,105.74634093983386E
Phu Ly City-874.jpeg,0.9655527,20.569364011982657N,105.92720178289593E
Long Hồ District-1065.jpeg,0.9655417,10.199804174212684N,105.94822528089294E
Vĩnh Long-281.jpeg,0.9655209,10.248997404877116N,105.99114653683453E
Mỹ Hào District-83.jpeg,0.96549845,20.896156941011558N,106.09064516226894E
Cao Lanh City-187.jpeg,0.96549636,10.4217143373016N,105.64135110989872E
Tam Điệp-626.jpeg,0.9654714,20.157424543078324N,105.8809075186571E
Cai Lậy Town-1647.jpeg,0.9654566,10.492215912995487N,106.09091862560427E
Long Hồ District-1521.jpeg,0.9654519,10.237533243573079N,105.94274829977763E
Cao Lanh City-907.jpeg,0.965366,10.475613007816472N,105.62216777975802E
Long Xuyen City-616.jpeg,0.9652466,10.363703607209557N,105.4468064237052E
Tam Điệp-592.jpeg,0.9652308,20.1547296095525N,105.92109909443417E
Bac Giang City-624.jpeg,0.96519184,21.291479478111672N,106.20540567787614E
Trà Vinh City-353.jpeg,0.96518886,9.947268907090702N,106.34271004660732E
Long Xuyen City-877.jpeg,0.9651715,10.385263075415502N,105.41940946379877E
Trà Vinh City-339.jpeg,0.965127,9.94457397356496N,106.34271004660732E
Go Cong Town-582.jpeg,0.96509457,10.403474207795846N,106.67311243874127E
Long Hồ District-1544.jpeg,0.9650778,10.240228177098823N,105.94274829977763E
Mỹ Hào District-402.jpeg,0.965054,20.928496143321507N,106.06756334284692E
