,image,pred,lon,lat
806,Linh Xuan Ward-25.jpeg,0.0386259830556809,106.77008025610506E,10.872308903330724N
812,Hiep Binh Phuoc Ward-438.jpeg,0.0385948712937533,106.72115885768011E,10.873123739155629N
815,Binh Chieu Ward-69.jpeg,0.0385845592245459,106.72493702092075E,10.875694570094184N
818,Hiep Binh Phuoc Ward-425.jpeg,0.03857964836061,106.7170428298542E,10.871776272392758N
824,Hiep Binh Phuoc Ward-221.jpeg,0.0385577771812677,106.71292680202829E,10.850216804186774N
830,Binh Chieu Ward-323.jpeg,0.0385187356732785,106.7263091676897E,10.891864171248669N
838,Hiep Binh Phuoc Ward-155.jpeg,0.0384921729564666,106.70881077420239E,10.846174403898155N
857,Hiep Binh Phuoc Ward-255.jpeg,0.038385251071304,106.70195072782592E,10.852911737712523N
878,Tam Binh Ward-121.jpeg,0.0382585222832858,106.73124164996044E,10.871792970667988N
884,Hiep Binh Phuoc Ward-283.jpeg,0.0382194360718131,106.7170428298542E,10.855606671238268N
886,Tam Binh Ward-94.jpeg,0.0382009870372712,106.74359027988919E,10.86909803714224N
895,Binh Chieu Ward-131.jpeg,0.0381021979264915,106.73042560799664E,10.878389503619928N
900,Hiep Binh Phuoc Ward-30.jpeg,0.0380411352962255,106.70195072782592E,10.838089603320915N
914,Hiep Binh Phuoc Ward-112.jpeg,0.0379474167712032,106.7074387649271E,10.843479470372408N
930,Hiep Binh Phuoc Ward-68.jpeg,0.0378356971777975,106.70195072782592E,10.840784536846662N
934,Tam Binh Ward-149.jpeg,0.0378203529398888,106.72849750997626E,10.874487904193737N
939,Binh Chieu Ward-270.jpeg,0.0377857312560081,106.71533199353793E,10.887821770960048N
961,Hiep Binh Phuoc Ward-1.jpeg,0.0376312592998147,106.7074387649271E,10.835394669795166N
1019,Hiep Binh Phuoc Ward-289.jpeg,0.0371762569993734,106.72527488550601E,10.855606671238268N
1030,Hiep Binh Phuoc Ward-409.jpeg,0.0370687004178762,106.72527488550601E,10.869081338867007N
1050,Tam Binh Ward-45.jpeg,0.0368635980412364,106.73810199992089E,10.865055636853619N
1051,Binh Chieu Ward-232.jpeg,0.0368589269928634,106.73454204830357E,10.883779370671427N
1094,Binh Chieu Ward-100.jpeg,0.0362320756539702,106.72768131445869E,10.877042036857056N
1105,Linh Xuan Ward-209.jpeg,0.0360431028530001,106.7673359829322E,10.889825971248083N
1107,Binh Chieu Ward-157.jpeg,0.0359477847814559,106.72768131445869E,10.879736970382805N
1117,Hiep Binh Phuoc Ward-86.jpeg,0.035712057724595,106.69920670927529E,10.842132003609533N
