,image,pred,lon,lat
564,Hiep Binh Phuoc Ward-48.jpeg,0.0394082055427134,106.70057871855059E,10.839437070083784N
578,Hiep Binh Phuoc Ward-161.jpeg,0.0391655815765261,106.7170428298542E,10.846174403898155N
592,Hiep Binh Phuoc Ward-13.jpeg,0.03904908336699,106.72390287623071E,10.835394669795166N
595,Hiep Binh Phuoc Ward-270.jpeg,0.0390203273855149,106.72664689478133E,10.852911737712523N
601,Hiep Binh Phuoc Ward-286.jpeg,0.0388913126662373,106.72115885768011E,10.855606671238268N
603,Hiep Binh Phuoc Ward-114.jpeg,0.0388843119144439,106.7101827834777E,10.843479470372408N
606,Binh Chieu Ward-326.jpeg,0.0388223808258771,106.73179775476564E,10.891864171248669N
609,Tam Binh Ward-130.jpeg,0.0388055318035185,106.74359027988919E,10.871792970667988N
613,Tam Binh Ward-158.jpeg,0.0387895382009446,106.73124164996044E,10.87583537095661N
618,Hiep Binh Phuoc Ward-7.jpeg,0.0387271512299776,106.71567082057891E,10.835394669795166N
624,Binh Chieu Ward-146.jpeg,0.0386242722161114,106.75100780953125E,10.878389503619928N
647,Hiep Binh Phuoc Ward-82.jpeg,0.0383138060569763,106.72115885768011E,10.840784536846662N
