image,pred,lon,lat
Ninh Bình-352.jpeg,0.950644738972187,20.24961227605732N,105.9916872412553E
Hiệp Hòa District-1493.jpeg,0.9505884349346161,21.340291214526815N,105.93409771773007E
Chau Doc City-1050.jpeg,0.9503064900636673,10.701174876080813N,105.13167552651802E
Hung Yen City-59.jpeg,0.9502262026071548,20.615222806822818N,106.0835246235895E
Phu Ly City-541.jpeg,0.9500961601734161,20.54510961025024N,105.89554423364706E
Binh Minh Town-841.jpeg,0.950021281838417,10.071975342375989N,105.82963616598423E
Duy Tiên District-999.jpeg,0.9499307870864868,20.653732846109186N,105.92449721044969E
Tam Điệp-431.jpeg,0.9499209746718407,20.143949875449223N,105.93258240179902E
Hiệp Hòa District-229.jpeg,0.9497684463858604,21.259443208751826N,105.97749435372745E
Hiệp Hòa District-1901.jpeg,0.9497358798980713,21.36185068273349N,106.01510477159182E
Go Cong Town-102.jpeg,0.9495407193899155,10.352270470806722N,106.6922926409317E
Hiệp Hòa District-1521.jpeg,0.9494109526276588,21.340291214526815N,106.01510477159182E
Thanh Liêm District-1534.jpeg,0.9493542090058327,20.48547948130585N,105.96496709301853E
Yên Mỹ District-737.jpeg,0.9491725638508797,20.90169887741291N,106.05079960364367E
Long Hồ District-1306.jpeg,0.9489406868815422,10.218668708892883N,105.96739471479646E
Cai Lậy Town-674.jpeg,0.9488921239972115,10.411367907223182N,106.15120237092184E
Yên Mỹ District-418.jpeg,0.9488484486937523,20.88283434273211N,105.97579889234086E
Mỹ Hào District-542.jpeg,0.9488402232527733,20.936580943898992N,106.14546448339627E
Vĩnh Long-431.jpeg,0.9487058445811272,10.259777138980082N,105.93637326607089E
Châu Thành District-1226.jpeg,0.9483084008097649,10.286651139562677N,106.2950539222766E
Phu Ly City-341.jpeg,0.9481657296419144,20.531634942621114N,105.92720178289593E
Cao Lanh City-268.jpeg,0.9480095207691193,10.427104204353089N,105.63312968269553E
